Gene,56,63,84,156,112,119,147,168,259,400,645,1375,1740,3200,4295,5025,5755,7215,7945,8675,11230,13420,13785,14880
PAPOLG,1,1.089858383,1.601692056,1.204965327,1.245007936,1.051944181,1.140575044,0.997648935,0.428272991,0.503481772,0.464327136,0.317809025,0.324182972,0.509429175,0.539410994,0.373141816,0.564385549,0.283816769,0.761448878,0.3614896,0.292965105,0.291098753,0.503651411,0.415424295
KDM2B,1,1.127242924,1.321176821,1.444852825,1.343611185,1.42280112,1.386112775,1.076653914,0.483716138,0.41518979,0.360137175,0.268092453,0.241444884,0.28973643,0.366680572,0.290768617,0.335962128,0.324981655,0.308371828,0.29948264,0.296497961,0.303979131,0.364477341,0.228544847
CDH2,1,1.297526461,0.738489427,0.732198459,0.624440403,0.792121684,0.688248422,0.89988849,0.206430994,0.184869701,0.247339179,0.128369954,0.103219031,0.130189928,0.194216849,0.166668103,0.292458762,0.16944052,0.218437769,0.172386147,0.174846157,0.176988621,0.166494775,0.087645485
ZNF804A,1,1.841526663,1.131977116,1.119878971,1.632822296,1.587445759,2.020341632,2.012109905,0.229995089,0.853071238,1.394553683,0.236873589,0.448021205,0.698065084,1.037080012,0.950471628,1.531773348,0.911648956,1.199838987,0.486389318,0.746476981,0.996695042,0.790205976,0.914424142
CPZ,1,0,2.147176915,0.128178477,6.700881127,0.131568345,7.024820815,0,2.930414776,4.971759829,1.479801942,6.788013831,3.266593155,4.309708851,0.315301752,2.70395267,1.004548539,2.738368888,2.496077018,4.827229738,0.69936172,2.826169473,6.361370287,0.349728572
PJA1,1,0.987046798,0.767089715,0.879442477,0.791296099,0.741513773,0.828450958,0.852999406,0.282565592,0.334578915,0.444050016,0.184117508,0.308467482,0.257968836,0.373616989,0.222709849,0.359749257,0.460590006,0.396342257,0.228372101,0.470875291,0.389598246,0.309373409,0.364590443
ARID1B,1,1.072908042,0.999362117,1.189834861,1.034505741,1.414593119,1.100611534,0.95096729,0.371473907,0.401888901,0.599101377,0.317220941,0.15250801,0.385717701,0.360161153,0.354265167,0.695580993,0.465729379,0.440820075,0.414346213,0.390191637,0.532332376,0.471291605,0.212801874
IGF1,1,0.651078223,2.150895147,0.92724593,3.70678398,1.646587927,4.839052327,1.534153855,3.390405488,6.759836018,5.598847245,1.189660955,1.949079305,3.27080482,2.300419217,1.514091065,4.404531519,1.394531408,4.794171448,1.19304961,2.285174293,2.644401668,4.040618778,2.229568232
ITSN1,1,1.167772136,2.908900615,2.821279723,2.052965774,1.23738701,1.727017951,1.093857575,0.609960201,1.033336631,1.32555798,0.997388439,0.345929745,0.855711725,1.165096137,0.994308177,1.259615537,0.839831239,1.215500266,1.006484317,0.970753174,1.226455378,1.221295363,0.571559365
POT1,1,1.427269465,0.919633304,0.738899075,0.724873314,1.061671493,0.759568162,1.172761714,1.320685191,0.705216929,0.582891451,0.551504103,0.549376018,0.759043314,0.816499871,0.569044395,0.891997252,0.390339087,0.81028558,0.716979079,0.6612848,0.587314719,0.774300021,0.87634722
PCDH10,1,0.592598506,0.453506203,0.502643059,0.996342651,0.436966061,0.873981143,0.256470161,0.453671439,0.631008601,0.740560209,0.447157581,0.31131787,0.495204843,0.3887047,0.454560591,0.910959753,0.574563905,0.851096825,0.625131227,0.552852447,0.674474469,0.422799225,0.361469398
DPP6,1,0.84498457,1.480270508,1.796021421,2.256042742,1.256873921,2.765298294,1.43434345,1.702307755,2.264287891,4.37680411,1.420785589,1.341588095,3.043835705,2.721115429,1.726579934,3.613673826,3.924133879,3.419849368,1.544599133,3.51603446,2.729088751,3.094938951,1.565185541
WDFY4,1,0.785545126,1.593175758,1.275920115,1.842665571,1.741172925,3.766254736,2.528268171,10.89338615,5.942152754,6.983659146,4.413867389,2.227910782,3.30125855,1.44731743,1.74883741,1.875968825,2.721968653,2.659081123,6.931127282,3.001700827,7.034770065,8.077785911,1.198027902
SETBP1,1,2.306408404,1.60714098,1.84051466,1.699247918,1.845460152,1.662316613,1.945302189,0.217898746,0.349953831,0.401444778,0.213835746,0.106029188,0.199371221,0.209864685,0.22166474,0.253314022,0.147654847,0.234404432,0.204819715,0.13420163,0.169264936,0.192912298,0.108629883
RIT2,1,0.432964117,0.918307545,0.569005287,1.191244377,1.267540263,2.227144488,0.898265262,0.659927986,1.876825969,1.24292024,0.90754245,1.739017371,2.450791921,1.865424204,0.568217439,1.304216122,0.891035356,1.728308531,0.335059977,0.696422875,0.456234107,0.669592457,1.736285549
ARHGEF9,1,0,0.252975504,0.519868039,0.3922791,0.526307576,0.256339567,0.382766782,0.33493719,0.342862551,0,0.065705545,1.21303545,0.604463055,0,0.526515644,0.163177196,1.131082733,0.454342116,0,1.401570912,0.943119457,0.624879711,0.397175479
TPO,1,1.869191488,5.25996745,6.014524265,3.565465723,2.297636784,4.191205354,5.481382329,2.521577884,2.194789282,4.980954134,2.889764019,3.358431742,4.783537413,4.900134829,8.370707868,14.64525747,5.827118596,11.76617855,9.95049561,8.871528871,7.429199062,14.22904406,6.049580474
PDE1C,1,0.527013999,5.661157366,4.195832455,2.112837977,0.684284081,1.360222871,0.321193115,0.328996218,0.704410655,0.897472572,0.377724696,0.17063287,0.34912303,0.301528819,0.481736162,0.389019149,0.616053671,0.51683543,0.2984438,0.59416308,0.568696324,0.310772349,0.123409712
GRIK3,1,0.841872758,0.844801744,0.995691158,1.057016727,0.84649692,0.780181359,2.424611676,0.136339413,0.385829087,0.452904194,0.167790968,0.137969983,0.319676796,0.457925825,0.251557681,0.565945246,0.197773536,0.911200656,0.222956149,0.300440617,0.36992514,0.474945704,0.274844232
UNC5D,1,2.019915379,10.27396752,6.018165315,2.811164445,1.418842084,1.911118779,1.944269812,0.315387108,0.415739268,0.510686617,0.265098427,0.115932737,0.241484335,0.226955413,0.324841682,0.446814658,0.125636399,0.455375567,0.424689519,0.154768639,0.294412955,0.215282848,0.096738726
SOX5,1,2.027485598,0.764571686,0.794864066,1.303650228,1.440991298,1.684712972,1.221616099,0.830702219,1.62475146,2.039077596,0.8930276,0.43118497,0.92709023,1.085665612,1.04792074,1.481791885,0.79190292,1.53171326,0.863852828,0.849722372,0.815247527,1.055110099,0.705404213
NLGN4X,1,1.380640802,0.385123625,0.370407682,0.425354695,0.177437727,0.254996,0.552748168,0.237662301,0.26665594,0.234425441,0.081929966,0.003494486,0.114155197,0.021509629,0.054520426,0.160311049,0.04243888,0.160981999,0.090177643,0.050524058,0.073407789,0.033713806,0.005759785
GPC6,1,1.380640802,0.385123625,0.370407682,0.425354695,0.177437727,0.254996,0.552748168,0.237662301,0.26665594,0.234425441,0.081929966,0.003494486,0.114155197,0.021509629,0.054520426,0.160311049,0.04243888,0.160981999,0.090177643,0.050524058,0.073407789,0.033713806,0.005759785
