Gene,56,63,84,91,112,119,147,168,259,400,580,645,1010,1375,3200,4295,5025,6850,7215,7945,8675,11230,13420,13785,14880
PAPOLG,1,1.229871531,1.934591945,1.486024397,1.186781048,1.284847943,1.252602978,1.503605023,0.877624354,0.584374313,0.810136693,0.517499183,0.099198657,0.355230291,0.560326579,0.72850153,0.406899359,0.289163057,0.470682365,0.780536483,0.430122633,0.267109546,0.476608399,0.502616985,0.62554146
KDM2B,1,2.268606711,2.052286247,1.917199251,2.628985223,2.417492055,2.501343384,2.269866599,1.396876942,0.824270714,0.416741523,0.743733925,0.140059918,0.499593384,0.530745436,0.565522886,0.649199153,0.528284634,0.728321322,0.575995883,0.562930167,0.873122506,0.627624612,0.86356486,0.621070958
CDH2,1,1.600661694,1.230693753,1.298135328,0.859876273,0.959198205,0.687844461,0.861871811,0.474777949,0.3702365,0.256514375,0.391792001,0.153859147,0.272963177,0.251062153,0.31230563,0.314544318,0.24262967,0.364167925,0.397140363,0.35345405,0.265208348,0.299804607,0.317220734,0.375370113
ZNF804A,1,0.486769504,1.161582394,1.024751076,2.170591292,4.034286418,1.480135265,3.062291907,1.121561795,0.705225177,0.923270902,1.947453354,0.038654704,0.241552571,0.85561056,1.20951952,1.045430088,0.466063521,1.332722007,1.857113704,0.960757343,0.875527213,1.080907694,1.191211644,1.108639435
CPZ,1,0.352184931,0.236766539,0.100270155,0.6364085,0.011090766,0.03214236,0.021486186,1.341578976,1.078968107,1.085541056,0.811248378,1.014103931,2.107459902,0.621266379,0.478367019,1.074469606,0.690377959,0.411310572,0.35795437,0.200869955,0.449318947,0.511871098,1.102312411,0.238634959
PJA1,1,1.02120477,0.987266547,1.152747593,1.004157818,1.07834724,1.041975483,1.314353148,0.800682371,0.569714483,0.486035168,0.598286943,0.050901603,0.228449941,0.298950195,0.477170143,0.405510493,0.282637095,0.553517763,0.448995191,0.376275776,0.573652337,0.385733288,0.445811875,0.469556781
ARID1B,1,5.761183032,4.563556751,4.0994999,4.989062679,4.318944197,4.288215127,2.403768896,2.368951809,1.802561795,0.963082647,2.565475009,0.685090872,1.576853286,1.25268545,1.802776895,2.031109633,1.210923367,2.101130989,2.066621109,2.327088794,2.142725404,2.255512646,3.035844607,2.371428225
IGF1,1,0.06168688,0.056418518,0.045150633,0.246968682,0.130840502,0.2361249,0.172642591,0.268093748,0.412162485,0.322976969,0.547844934,0.030524955,0.079350234,0.225634287,0.15397502,0.150072205,0.11172897,0.157088254,0.469904316,0.178231477,0.073404914,0.156512084,0.121293305,0.164302208
ITSN1,1,2.097713114,4.746379227,3.717324377,3.751869615,2.649229526,2.629760561,1.769710589,1.417417027,1.484917023,1.577967933,2.107040988,0.461767954,1.605209433,1.60702521,1.671826163,1.645364933,1.505576507,1.948935971,2.521585579,2.144516865,1.663266768,2.048395157,2.420958068,2.568931359
POT1,1,0.619079421,0.562420494,0.572999251,0.286232798,0.448870437,0.368509439,0.518767135,0.627023946,0.400312759,0.387557066,0.334714881,0.076740376,0.272271898,0.446954446,0.519813787,0.257526218,0.27142799,0.281168582,0.443362728,0.358554152,0.215260891,0.327530333,0.340024988,0.347430484
PCDH10,1,0.203711732,2.232319557,3.441277863,10.8877383,10.15215055,5.908499823,6.89586101,7.323500104,5.903853065,3.764124436,10.0587851,1.193626564,4.109860987,2.995243367,5.714580091,5.596951653,2.590948933,5.902769116,6.011619445,5.4390251,5.3612498,3.319968901,5.406752762,5.034688608
DPP6,1,1.636800539,2.923187789,3.693686718,5.099386142,5.791017187,8.179895398,6.561095279,5.614864581,5.930315406,5.698059845,14.05699903,3.081559966,4.220180816,6.85391897,8.938966576,10.65769711,7.724018601,16.20041918,11.5029801,7.732333157,17.55402722,12.49448881,11.24180197,11.22253297
WDFY4,1,2.796784997,2.586886954,2.720309593,3.472292923,0.913954008,2.335610627,1.38687207,7.569368163,10.80138424,3.766822952,14.13940612,3.806608618,13.92542978,9.316186649,4.266041527,7.622549676,3.684215227,6.697030587,5.58213887,8.221388703,5.908863586,19.00214334,11.86889931,2.490734539
SETBP1,1,9.279413628,4.898316914,4.552789561,6.21252664,5.688889121,5.18116976,3.092943735,1.868922071,1.086355016,0.974967355,1.608425261,0.373370063,0.837323511,0.604457077,1.06475673,1.087135569,0.694443458,1.092488412,1.144733866,0.951781795,0.769258404,1.181941715,1.184153655,0.994075574
RIT2,1,0.579206017,0.655543115,0.55542905,2.72131899,4.925230246,11.0790464,11.86954303,12.37270589,7.563752613,11.96472691,7.49417593,0.459893567,1.358125274,5.376448253,8.151069633,5.035226307,3.483861735,6.851679639,5.586556282,5.063662583,5.155384808,6.012382931,4.539840272,8.276972002
ARHGEF9,1,1.380517089,1.70440477,1.292192342,1.541663421,1.453177435,1.481883544,1.427998666,1.365671177,1.623072383,3.340658351,3.360548143,0.292250249,1.154944173,2.852487784,3.058778435,2.868255669,1.520443382,4.154446412,3.231314054,2.298751548,3.54927985,3.244004168,3.534930508,3.966884927
TPO,1,0.274593796,0.077416708,1.054078451,0,0.619990153,0.665780404,1.35342196,1.233530281,0,0.581979321,0.285376662,0.579369769,0,0.458936484,0,2.900393895,1.253225012,1.841752831,0.328951256,0.813343181,1.487050714,1.111127523,3.032939439,0.546824225
PDE1C,1,1.548201216,3.986469629,2.943471794,1.641898611,2.251512496,1.3324739,1.267656414,0.882304048,1.061612495,1.027939872,2.613277621,0.608348061,1.449898493,2.001043449,4.201965759,2.043164746,1.965014124,3.748960244,3.478101949,4.645530468,1.969703426,2.42881724,5.451786343,2.992317974
GRIK3,1,2.310647569,17.99347552,13.25295892,15.0992623,5.216341774,5.494696886,2.328553362,2.596771487,2.888982446,0.833755999,6.268768654,0.639789138,1.905311835,1.245782855,1.814267697,3.967296565,1.351503924,3.96491722,1.602310616,2.12226903,3.521656052,4.590493435,3.378653577,1.738648134
UNC5D,1,1.557453535,5.652637432,5.889337683,8.645749568,10.36205185,7.234548961,8.689046385,2.521434185,3.003233505,5.216966857,6.330421236,0.429151578,1.421502614,2.464864268,4.744922376,2.885252394,1.508686788,3.499196114,8.279208223,2.708409743,2.811918716,2.931660491,3.769243103,5.347907837
SOX5,1,3.474752795,10.33190505,5.786939569,2.583342558,0.920164364,1.574020107,0.874688023,0.294892664,0.397242275,0.39487058,0.408929639,0.111810771,0.27244801,0.229117867,0.311874968,0.262001156,0.180320579,0.22237432,0.472819629,0.32216181,0.104049197,0.171997043,0.251204273,0.278206685
NLGN4X,1,2.127923199,0.759981386,1.044555628,2.005491426,3.596946989,3.232347138,2.98628469,2.826581672,3.145264905,1.428103924,4.388647443,1.016891641,1.58214041,1.536504944,2.430179143,2.099253353,1.227206715,2.595750943,3.221979295,1.816378615,1.792896182,1.719361775,1.939244894,2.546724512
GPC6,1,1.452460614,0.154589256,0.207823343,0.230602517,0.071171097,0.071027369,0.046254742,0.253682071,0.183029669,0.088255431,0.129516342,0.034499788,0.055152214,0.042598402,0.014968017,0.048984558,0.023868719,0.048852923,0.065104614,0.045410467,0.03364499,0.024825152,0.055652354,0.036942148
